IDENT;NOPOSTE;SEXE;AGE;DIPLOME;STATUT;CONTRAT;TEMPS;HEURES;MOTIF_ABS;SALAIRE_NET;PRIME;ANCIENNETE;SECTEUR;REGION
00421213;1;2;51;7;2;1;1;41;;10 000,00;;0;AZ;27
00421917;1;2;37;2;1;1;1;39;2;1 547,16;;6;OQ;44
00422751;1;1;62;3;1;1;9;27;1;2 810,79;893,55;6;AZ;75
00424356;1;1;44;6;1;1;1;32;;3 306,37;;3;MN;76
00424871;1;2;62;1;1;2;2;9;;885,19;999 999,00;2;OQ;84
00425775;1;2;42;3;1;1;9;30;;2 516,16;;5;OQ;53
00426508;1;2;36;5;2;1;1;36;;2 140,87;;2;OQ;28
00427204;1;1;48;7;2;1;9;50;1;6 170,83;;14;MN;44
00427826;1;2;53;4;1;1;1;39;;2 417,79;;8;BE;11
00428511;1;2;34;4;2;1;2;25;;1 577,37;324,80;2;MN;27
00428511;2;2;34;4;2;1;1;39;;1 592,19;;1;OQ;93
00428993;1;2;59;3;1;1;1;50;;2 789,68;2 524,06;15;AZ;84
00430792;1;2;53;9;1;1;2;29;;1 160,63;;2;OQ;84
00432121;1;2;33;6;2;2;1;47;;2 164,75;;5;OQ;44
00433568;1;1;51;6;2;1;1;44;;2 379,49;1 333,36;4;GZ;32
00437523;1;1;22;7;1;1;1;34;;2 069,52;;6;AZ;53
00437763;1;1;54;4;2;1;1;34;;4 708,60;776,61;2;RU;11
00440028;1;2;40;9;1;2;1;36;;2 147,59;;23;OQ;53
00442135;1;2;59;6;2;1;9;29;;2 442,51;;0;AZ;93
00443154;1;1;29;3;1;2;1;35;1;2 526,26;;2;OQ;75
00443503;1;2;57;5;1;2;1;36;;999 999,00;627,85;3;GZ;84
00444658;1;1;59;5;1;1;1;40;;3 355,87;1 132,38;9;MN;32
00446900;1;1;43;7;1;2;2;15;;999 999,00;2 319,89;9;OQ;11
00447492;1;2;44;9;2;1;1;26;;1 442,62;;26;GZ;32
00448078;1;1;32;7;1;1;1;40;;2 072,71;999 999,00;7;OQ;75
00450713;1;1;47;5;1;1;1;42;;7 092,47;;3;BE;32
00450787;1;2;17;4;2;1;1;25;;1 514,11;1 948,18;1;BE;76
00452845;1;2;24;2;1;1;1;32;;2 418,23;;8;BE;11
00454586;1;1;57;4;1;3;1;50;;4 002,05;;0;BE;44
00458448;1;1;56;4;3;8;1;60;;0,00;;-1;FZ;11
00458448;2;1;56;4;3;8;9;47;;0,00;;-1;BE;52
00458638;1;2;63;6;1;2;1;34;;3 315,30;;17;GZ;52
00459776;1;1;51;4;1;2;1;40;;2 925,94;;7;BE;11
00462805;1;2;48;7;3;8;1;60;;0,00;;-1;OQ;11
00464211;1;1;33;3;1;1;1;42;;1 980,66;;2;MN;52
00464820;1;2;20;1;3;8;9;30;;0,00;999 999,00;-1;MN;28
00467548;1;2;48;5;1;1;1;99;;5 049,15;1 291,98;2;HZ;84
00471212;1;2;31;5;1;2;2;22;;976,21;788,50;4;OQ;75
00471212;2;2;31;5;1;1;1;34;;1 143,45;2 617,04;0;GZ;24
00471695;1;2;46;3;1;1;9;44;;3 087,32;;1;AZ;76
00476244;1;2;21;2;1;2;1;34;;1 228,91;1 497,81;0;OQ;93
00476244;2;2;21;2;1;1;2;27;;873,15;741,24;5;BE;84
00477599;1;2;27;5;1;1;1;34;;1 472,11;2 612,98;2;GZ;52
00477670;1;2;36;5;2;1;2;8;;999 999,00;1 036,75;13;JZ;84
00478954;1;1;22;5;1;1;1;39;;2 403,10;;6;GZ;27
00481169;1;1;39;1;1;1;1;40;;2 368,93;;1;AZ;52
00481219;1;2;42;4;3;8;2;18;1;0,00;;-1;RU;76
00483616;1;2;32;4;1;1;1;36;;999 999,00;;7;MN;32
00484289;1;1;54;7;3;8;1;52;;0,00;;-1;OQ;11
00484901;1;2;62;6;1;2;1;33;;3 292,99;;13;OQ;32
00485611;1;2;49;1;2;1;1;39;;3 684,64;219,36;15;AZ;76
00485902;1;2;30;6;1;1;2;29;;926,22;;2;OQ;76
00489144;1;1;28;7;1;1;2;9;;1 962,80;;12;MN;93
00489144;2;1;28;7;1;1;2;14;;1 895,20;;5;OQ;32
00489626;1;1;44;5;1;2;1;39;;4 133,84;1 363,47;1;JZ;11
00489890;1;1;46;4;2;3;1;41;;2 447,58;;13;FZ;11
00490674;1;1;35;4;1;1;1;36;;2 921,02;458,27;19;MN;44
00492842;1;1;24;6;1;1;1;46;;3 318,63;;8;OQ;44
00494268;1;2;55;1;1;1;2;17;;760,28;999 999,00;3;AZ;44
00494611;1;1;42;4;2;2;1;34;;999 999,00;;13;RU;11
00495934;1;1;30;3;2;3;1;36;2;2 005,57;169,62;3;RU;75
00496009;1;2;36;7;1;1;1;40;;3 500,89;;3;JZ;11
00500672;1;1;36;1;2;1;1;31;;2 241,35;874,69;6;BE;76
00501464;1;2;44;3;2;1;1;37;;3 330,49;1 236,14;8;GZ;76
00501853;1;1;32;3;1;1;1;37;;3 280,74;;7;OQ;84
00502099;1;1;62;3;1;1;1;38;;2 855,07;;14;OQ;52
00503150;1;2;65;3;1;1;2;17;;625,96;;5;BE;24
00503437;1;1;22;3;2;1;1;39;;1 945,18;;4;OQ;44
00504193;1;2;37;3;1;1;1;33;;1 940,29;;6;RU;32
00505349;1;1;60;1;1;1;1;44;;2 651,03;4 388,40;8;OQ;84
00507857;1;1;61;3;3;8;1;51;1;0,00;;-1;OQ;75
00508821;1;2;26;7;1;1;1;36;;1 415,83;1 974,33;2;MN;53
00508943;1;1;31;2;1;1;1;37;;999 999,00;815,41;0;HZ;75
00509471;1;2;40;3;3;8;1;59;;0,00;;-1;OQ;75
00509613;1;1;39;7;1;2;1;50;;2 349,23;1 618,59;6;RU;32
00510254;1;2;36;7;1;2;1;41;;999 999,00;;2;OQ;93
00510259;1;1;58;7;1;9;1;37;;6 116,62;;2;FZ;11
00511545;1;1;36;3;2;1;9;34;;3 084,69;;1;OQ;11
00511685;1;2;28;1;1;1;1;39;1;1 335,46;753,16;5;GZ;11
00512910;1;1;55;5;2;1;1;31;;2 631,88;1 126,59;4;FZ;28
00515082;1;1;65;5;1;1;1;46;;3 204,55;999 999,00;7;OQ;84
00516112;1;1;41;9;1;1;1;60;;3 468,42;1 129,54;18;GZ;28
00516364;1;2;48;4;2;1;1;27;;2 452,91;797,45;9;BE;75
00517294;1;2;25;5;1;1;1;36;;1 196,11;;5;GZ;84
00517600;1;1;40;4;1;1;1;40;;1 719,94;;5;GZ;11
00517639;1;2;34;3;2;1;2;24;;976,72;;18;OQ;24
00518476;1;1;25;3;1;1;1;37;;3 296,00;;9;MN;84
00518476;2;1;25;3;1;1;2;15;;1 445,31;755,53;4;MN;75
00520120;1;2;50;4;1;1;1;39;;3 197,58;;4;BE;27
00521294;1;1;39;9;1;1;1;32;;2 941,61;550,74;3;BE;76
00521348;1;1;21;7;1;1;1;38;;10 000,00;1 999,19;4;OQ;76
00521750;1;1;41;1;1;1;1;39;;999 999,00;;9;OQ;44
00521849;1;2;40;3;1;1;1;39;;2 988,76;181,82;2;MN;11
00522026;1;1;39;4;1;1;1;31;;2 136,69;311,34;0;OQ;28
00522584;1;2;50;1;1;1;9;36;;3 969,91;;5;RU;44
00523051;1;2;60;7;1;1;2;25;;2 006,75;522,80;3;GZ;28
00523081;1;2;49;3;2;1;2;99;;913,56;749,97;1;BE;44
00523326;1;2;51;6;3;8;1;55;;0,00;;-1;MN;76
00525274;1;2;61;4;1;1;1;36;;3 349,03;776,26;12;GZ;32
00525805;1;2;36;6;1;9;2;13;;1 539,10;;2;HZ;76
00526304;1;1;24;4;1;1;1;39;;2 362,18;8 568,52;6;GZ;24
00526706;1;2;61;3;1;1;2;18;;2 296,55;;6;GZ;44
00528135;1;2;45;7;2;9;2;99;;1 435,66;;11;OQ;11
00528135;2;2;45;7;2;1;2;8;;2 174,50;;22;BE;75
00528813;1;1;27;5;1;1;2;13;;1 209,43;;9;GZ;84
00529406;1;1;42;3;1;1;1;42;;4 610,62;;10;BE;76
00529406;2;1;42;3;1;1;2;21;;1 561,61;;13;MN;44
00529761;1;2;24;6;1;1;1;34;;1 563,41;;7;MN;75
00532762;1;2;47;4;1;1;2;8;;1 402,50;513,28;9;BE;53
00536022;1;1;48;5;1;1;2;13;;1 546,94;446,35;13;FZ;28
00536359;1;2;36;4;1;1;9;36;;1 335,00;;7;OQ;52
00537861;1;1;64;4;1;1;1;39;;2 118,09;1 481,12;4;OQ;28
00539427;1;1;61;6;1;1;9;46;;2 796,45;;12;OQ;32
00539654;1;2;55;3;1;1;2;26;;1 422,18;;8;JZ;11
00539906;1;1;35;9;1;1;1;28;;3 694,24;1 255,45;5;GZ;52
00542155;1;1;62;6;1;1;1;30;;2 602,93;653,76;10;OQ;11
00546199;1;2;38;5;1;1;9;46;;4 671,39;999 999,00;16;HZ;24
00547236;1;1;72;4;2;1;1;30;1;1 528,86;999 999,00;10;MN;84
00547311;1;1;41;5;2;1;1;42;;2 902,25;;0;AZ;24
00549837;1;2;27;7;1;1;1;46;;3 503,95;;5;OQ;84
00550921;1;2;35;5;2;3;1;36;;2 365,75;;2;BE;76
00551743;1;2;44;6;1;1;1;45;;4 192,15;;9;MN;11
00552438;1;1;43;7;3;8;1;42;;0,00;;-1;GZ;93
00553071;1;2;25;4;1;1;1;39;;1 857,03;510,11;5;BE;53
00555248;1;1;46;4;1;1;1;35;;4 039,64;409,83;11;BE;11
00557490;1;1;20;6;2;2;1;99;;999 999,00;712,97;0;RU;76
00557532;1;1;26;2;2;1;2;29;;906,02;;1;GZ;75
00557895;1;1;62;7;1;9;2;30;;1 611,90;;11;MN;75
00559475;1;1;37;5;3;8;1;54;;0,00;;-1;OQ;76
00561308;1;1;52;7;1;1;2;25;;4 489,04;;10;BE;93
00561877;1;1;34;3;1;1;1;37;;2 923,60;;1;GZ;32
00565832;1;2;22;5;1;1;1;28;;4 648,95;1 455,55;6;GZ;84
00565961;1;2;56;6;1;1;1;99;;2 971,69;;3;OQ;11
00567545;1;1;39;4;1;1;1;53;;1 545,43;709,94;3;MN;93
00568972;1;1;35;5;2;1;2;27;;2 016,23;311,33;3;BE;32
00570623;1;1;49;4;2;1;1;34;;2 415,18;1 762,33;5;GZ;44
00570866;1;1;27;6;1;1;1;44;;4 497,50;;6;HZ;11
00571161;1;1;41;4;1;1;1;24;;1 895,31;194,98;3;MN;11
00571161;2;1;41;4;1;2;2;27;;1 241,74;;3;MN;84
00572417;1;1;58;1;2;1;1;38;;2 688,52;371,27;0;GZ;93
00574349;1;1;24;4;1;1;1;33;;2 320,49;1 047,40;4;HZ;27
00575057;1;1;38;7;1;1;1;24;;3 972,19;;12;GZ;84
00576026;1;2;25;3;1;2;1;40;;2 330,71;289,94;5;GZ;27
00576136;1;1;35;3;1;1;2;29;;1 650,01;630,65;2;HZ;76
00576256;1;2;32;5;1;1;1;39;;3 529,40;;10;OQ;84
00576522;1;1;55;1;1;1;1;39;;2 548,12;999 999,00;4;OQ;32
00576522;2;1;55;1;1;1;2;20;;1 178,89;;11;OQ;11
00577182;1;2;50;5;1;1;2;10;;1 054,50;;0;GZ;84
00577688;1;1;63;3;1;1;2;25;;1 166,19;;9;GZ;76
00579924;1;2;44;1;1;1;2;29;;1 412,84;969,78;0;OQ;93
00581177;1;2;61;4;1;1;1;54;;2 134,19;;5;GZ;44
00581816;1;2;58;7;1;1;2;16;;999 999,00;;19;OQ;44
00582302;1;2;25;5;3;8;1;57;;0,00;;-1;GZ;76
00582941;1;2;28;1;1;1;1;40;1;1 094,28;4 952,11;4;BE;11
00583387;1;1;20;6;1;1;1;60;;3 171,70;;4;MN;27
00586015;1;2;62;1;1;1;1;42;;2 243,19;;3;BE;44
00586262;1;2;29;5;2;1;1;51;;1 896,24;;6;OQ;53
00589927;1;2;62;3;3;8;9;57;;0,00;;-1;GZ;84
00590946;1;1;59;9;1;1;1;60;;1 420,68;;7;OQ;32
00592407;1;2;63;1;1;1;2;12;;957,89;713,62;6;GZ;53
00595192;1;2;64;5;2;1;1;48;;5 911,02;999 999,00;4;BE;84
00596104;1;1;32;7;1;1;1;31;;999 999,00;;2;OQ;11
00597797;1;2;23;3;1;1;2;20;;430,23;931,05;3;OQ;11
00601326;1;2;63;6;1;1;9;38;;2 551,79;999 999,00;12;GZ;76
00601641;1;1;29;9;3;8;1;60;;0,00;;-1;GZ;84
00601965;1;1;32;4;2;1;1;41;;1 315,50;;2;GZ;76
00601965;2;1;32;4;2;1;1;40;;2 005,31;;1;JZ;32
00602413;1;1;30;7;2;1;1;36;;3 812,51;;7;MN;84
00606870;1;2;47;9;1;1;1;29;;2 242,32;;1;BE;11
00609272;1;2;31;7;1;1;2;18;;1 379,13;;7;OQ;75
00612004;1;1;64;7;1;1;9;35;;10 000,00;;7;GZ;75
00612347;1;2;34;5;3;8;1;53;;0,00;;-1;GZ;53
00612871;1;2;55;3;1;1;1;33;1;1 787,32;1 146,77;1;JZ;27
00613602;1;2;16;6;3;8;2;43;;0,00;;-1;MN;93
00613833;1;1;58;3;1;1;1;39;;999 999,00;;2;MN;93
00615175;1;1;40;6;1;2;1;44;;999 999,00;;6;MN;44
00616268;1;2;52;4;2;1;1;36;;3 608,69;;1;OQ;84
00616268;2;2;52;4;2;1;2;17;;3 734,14;;5;OQ;84
00617322;1;1;34;5;1;2;1;47;;1 882,13;2 042,19;0;GZ;84
00617769;1;1;35;7;2;1;1;33;;2 804,17;;13;GZ;11
00619276;1;1;27;5;1;1;2;28;;972,67;;0;GZ;84
00619671;1;1;47;5;2;2;1;42;;2 489,73;;12;OQ;53
00620042;1;1;61;5;2;1;1;47;;4 938,48;;1;OQ;75
00620123;1;1;58;3;3;8;1;49;;0,00;;-1;BE;53
00620123;2;1;58;3;3;8;2;32;;0,00;;-1;OQ;53
00621078;1;2;36;3;1;2;1;44;;2 129,65;;15;OQ;27
00621415;1;1;40;6;1;1;1;43;;2 924,49;1 646,58;4;GZ;76
00621547;1;1;27;3;1;2;1;43;;2 085,03;238,68;2;OQ;52
00625729;1;1;56;1;3;8;1;60;;0,00;;-1;JZ;52
00626632;1;1;39;5;1;1;1;37;;2 389,02;1 997,95;4;BE;52
00626632;2;1;39;5;1;1;2;20;;2 384,83;;7;MN;84
00626922;1;2;47;3;2;1;1;33;;1 771,67;1 761,49;1;GZ;53
00631086;1;2;21;4;1;1;1;41;;1 655,27;;3;OQ;93
00631210;1;1;29;4;1;1;1;42;;2 299,76;;8;FZ;27
00631402;1;1;45;4;1;1;2;21;;1 185,27;;1;FZ;84
00631980;1;2;45;6;2;2;1;43;;4 535,93;420,96;0;MN;32
00632978;1;1;46;7;1;1;1;37;;3 286,90;;20;GZ;52
00633245;1;2;21;7;2;1;1;40;;3 460,90;436,03;4;GZ;53
00633574;1;1;27;6;1;1;2;17;;1 211,83;999 999,00;2;GZ;32
00633823;1;2;29;7;1;1;1;39;;2 425,08;957,91;5;JZ;75
00634427;1;2;45;3;1;1;1;30;;3 919,57;;19;JZ;27
00634613;1;1;54;5;2;1;1;30;;2 937,18;1 147,59;7;RU;11
00636030;1;2;55;4;2;1;1;42;1;3 300,20;;3;MN;84
00637359;1;2;64;4;3;8;2;99;;0,00;;-1;RU;76
00637871;1;1;32;5;1;1;1;31;;999 999,00;;1;BE;11
00637871;2;1;32;5;1;1;1;34;;5 165,54;1 443,90;10;AZ;84
00637877;1;2;35;4;1;1;1;46;;2 838,19;999 999,00;3;GZ;84
00638289;1;1;59;4;2;1;1;51;;2 707,88;802,17;17;FZ;11
00640492;1;2;42;1;1;3;2;11;;999,09;;3;OQ;52
00643046;1;2;60;6;2;1;1;38;;2 466,86;924,93;0;HZ;24
00643046;2;2;60;6;2;1;2;9;;1 884,69;1 218,96;6;GZ;11
00643970;1;2;34;3;2;1;1;37;;999 999,00;;14;OQ;11
00646461;1;1;28;3;1;1;1;38;;1 495,52;1 250,29;12;FZ;53
00649948;1;1;51;7;1;2;1;43;;999 999,00;;5;AZ;11
00650441;1;1;56;4;1;1;1;45;;2 223,47;999 999,00;24;OQ;32
00650749;1;2;28;9;1;1;1;34;;2 530,94;;12;RU;44
00651365;1;2;57;1;1;1;2;18;;1 480,32;1 364,21;15;OQ;24
00652373;1;2;46;3;2;3;1;32;;2 532,82;;3;GZ;32
00653121;1;2;18;4;1;1;1;32;;2 615,39;;2;OQ;27
00654652;1;2;49;7;1;1;2;19;;2 617,18;;4;GZ;52
00654875;1;2;24;5;1;1;2;23;9;999 999,00;999 999,00;1;RU;84
00654875;2;2;24;5;1;1;1;52;;2 117,19;;7;HZ;32
00656609;1;1;40;7;1;1;1;47;;2 305,38;;1;OQ;53
00659681;1;1;27;7;1;1;1;34;;2 123,43;;2;FZ;32
00660293;1;2;32;6;1;1;2;12;;999 999,00;;7;HZ;75
00661575;1;1;54;3;1;1;1;36;;2 498,34;;14;RU;75
00662981;1;2;54;3;2;1;2;25;;1 338,64;;0;GZ;32
00664101;1;2;35;7;1;1;1;33;;2 597,21;;0;FZ;32
00664521;1;2;60;3;1;1;1;40;;2 822,77;1 416,36;8;OQ;27
00664521;2;2;60;3;1;1;2;15;;2 204,18;;27;OQ;84
00665280;1;1;61;7;1;1;1;38;;2 676,87;1 908,62;3;GZ;11
00665727;1;1;40;7;1;1;1;35;;5 351,42;;3;OQ;11
00669090;1;2;47;4;1;1;1;45;;3 892,41;;2;BE;32
00669362;1;1;54;7;1;1;1;39;;7 899,13;;10;GZ;75
00671340;1;2;64;5;2;1;1;31;;2 485,13;999 999,00;4;GZ;93
00673859;1;2;22;4;1;1;2;9;;1 222,77;;1;OQ;11
00676768;1;2;30;5;1;1;1;41;;2 022,53;;9;AZ;11
00681927;1;2;61;6;2;1;1;41;;1 983,76;488,27;0;RU;44
00685084;1;1;62;7;1;1;1;27;;5 233,94;;6;OQ;28
00685996;1;1;20;7;1;1;1;39;;2 250,59;;1;OQ;44
00686246;1;2;51;4;3;8;2;29;;0,00;;-1;OQ;27
00686246;2;2;51;4;3;8;2;37;;0,00;;-1;GZ;28
00686900;1;1;50;5;1;1;1;32;;3 757,39;;4;BE;93
00687418;1;1;56;4;1;1;9;60;;1 725,00;;6;FZ;11
00687418;2;1;56;4;1;2;2;9;;1 549,53;;4;HZ;76
00691100;1;2;44;5;1;1;1;45;;3 352,62;;18;BE;44
00691856;1;1;20;9;1;1;1;45;;1 322,83;;1;OQ;76
00692593;1;1;41;9;1;1;1;35;;999 999,00;;8;OQ;11
00693988;1;2;35;5;1;1;1;49;;2 359,99;;2;BE;11
00695953;1;2;48;7;1;1;1;31;;3 861,45;286,06;6;OQ;52
00696681;1;2;43;1;1;1;1;99;;1 108,28;646,43;10;OQ;53
00697510;1;2;38;4;1;1;1;39;;3 970,51;1 171,04;11;GZ;27
00697902;1;1;27;1;1;1;1;33;;1 702,75;1 131,48;1;BE;44
00698473;1;2;53;7;2;2;9;39;;1 909,45;;0;OQ;32
00699139;1;1;29;4;3;8;1;56;;0,00;;-1;BE;76
00701202;1;2;26;1;2;1;1;41;;1 221,87;;4;RU;53
00701391;1;2;39;5;3;8;1;59;;0,00;;-1;JZ;93
00702782;1;1;49;5;1;3;1;52;;1 947,19;388,73;1;OQ;44
00702782;2;1;49;5;1;2;2;25;;2 354,47;1 644,22;5;BE;11
00704089;1;1;35;4;1;1;1;60;;2 483,54;1 898,04;1;OQ;11
00706828;1;2;46;6;3;8;1;60;;0,00;;-1;MN;84
00706896;1;2;32;3;1;1;1;35;;2 273,78;1 431,16;1;JZ;11
00707418;1;2;45;3;2;1;1;37;1;3 160,64;;1;AZ;93
00707646;1;2;43;3;2;2;1;38;1;1 287,29;468,58;0;GZ;11
00709818;1;1;56;4;1;2;1;28;;3 842,94;;3;RU;11
00710354;1;2;49;4;1;2;1;39;;2 348,27;;7;FZ;32
00713139;1;2;30;4;2;1;1;44;;1 912,06;2 735,15;4;AZ;11
00713210;1;2;37;6;1;1;1;37;;2 290,15;;3;OQ;75
00713792;1;2;37;3;1;2;1;36;;1 853,62;;3;OQ;84
00716619;1;2;67;6;2;2;1;29;;4 959,11;359,83;4;OQ;24
00719190;1;2;44;3;2;1;1;43;;2 397,13;;11;OQ;53
00720416;1;2;62;3;3;8;1;56;;0,00;;-1;OQ;11
00720703;1;1;25;1;1;3;1;36;1;1 353,98;1 442,41;9;MN;93
00723671;1;2;62;3;1;1;1;33;;2 079,02;636,09;1;GZ;11
00723846;1;2;45;4;2;1;1;60;;2 418,44;999 999,00;2;RU;76
00724598;1;2;43;3;1;1;1;46;;3 221,98;;1;GZ;32
00724678;1;2;57;7;1;1;2;8;;1 816,28;2 247,41;15;BE;32
00727724;1;2;47;6;1;2;1;28;;1 976,02;2 310,20;4;JZ;32
00728303;1;1;54;4;1;1;1;34;;2 228,05;;1;GZ;53
00728779;1;2;60;3;2;1;1;29;;4 244,17;2 269,87;0;OQ;11
00730187;1;2;45;7;2;1;1;51;;4 040,70;1 832,33;4;JZ;28
00730666;1;1;57;9;1;1;1;46;;1 791,13;;1;GZ;44
00731516;1;2;55;6;1;2;1;26;;2 800,86;;0;OQ;93
00732507;1;1;35;1;1;1;2;23;;899,42;1 456,12;1;GZ;11
00733079;1;2;42;4;2;9;9;19;;1 406,08;;2;GZ;11
00734041;1;1;33;5;3;8;1;47;;0,00;;-1;HZ;76
00734458;1;2;32;3;1;1;1;41;1;1 833,60;;6;BE;76
00734530;1;2;54;5;2;1;2;30;99;1 886,32;;16;GZ;84
00734530;2;2;54;5;2;1;2;10;;2 540,56;2 033,08;6;RU;11
00735315;1;1;62;5;1;1;9;39;4;5 624,15;;23;MN;44
00739654;1;2;21;2;1;1;1;36;;1 265,91;363,09;5;OQ;76
00741159;1;2;23;4;1;1;1;60;;1 383,87;;5;OQ;84
00743419;1;1;47;9;2;1;9;37;;999 999,00;;1;FZ;84
00744087;1;1;59;3;1;1;1;34;;2 882,10;790,29;3;MN;44
00745413;1;2;35;7;1;1;1;38;;3 952,86;2 538,09;7;OQ;24
00745517;1;2;44;2;2;2;2;8;;954,89;631,41;1;OQ;44
00747667;1;1;46;5;1;1;1;45;;3 395,97;577,53;12;MN;75
00747962;1;1;64;5;1;1;2;9;;4 201,84;;6;HZ;53
00748404;1;1;45;3;1;2;1;37;;1 775,75;728,96;2;AZ;84
00748404;2;1;45;3;1;3;1;42;;2 320,99;;10;FZ;93
00748680;1;2;31;4;1;1;2;28;;2 049,74;;3;HZ;32
00749632;1;1;59;7;1;1;1;33;;999 999,00;1 456,36;1;RU;84
00750350;1;1;32;9;3;8;2;41;;0,00;;-1;OQ;53
00751972;1;1;58;9;1;1;1;39;;2 964,65;2 170,31;1;OQ;11
00754419;1;1;25;5;1;1;1;53;1;3 496,54;;6;OQ;76
00754419;2;1;25;5;1;3;2;22;;957,52;;9;GZ;24
00756889;1;2;34;5;1;1;2;10;;1 040,07;;1;BE;93
00757425;1;2;26;7;1;1;1;50;;2 421,07;1 381,71;3;OQ;52
00759419;1;2;33;2;1;1;1;30;2;1 455,21;2 044,40;13;GZ;11
00760237;1;2;53;4;1;1;9;40;;2 800,75;;11;MN;52
00760376;1;1;26;6;1;1;1;38;;2 453,33;282,45;0;BE;52
00761299;1;2;60;5;2;1;1;50;;2 554,68;;6;OQ;84
00764802;1;2;28;7;1;1;1;43;;4 086,81;999 999,00;1;GZ;44
00767102;1;2;42;2;2;1;9;99;;999 999,00;;2;MN;27
00768046;1;1;63;5;1;1;1;40;;4 037,53;645,83;3;BE;93
00768873;1;1;32;4;1;1;1;44;;2 992,50;;16;OQ;76
00770342;1;1;48;6;1;3;1;40;;4 626,39;735,67;2;OQ;24
00772488;1;2;30;9;1;1;1;46;;2 978,91;;4;RU;11
00774651;1;1;53;7;1;1;9;99;;3 242,70;;4;GZ;52
00776071;1;2;22;9;1;1;1;48;;1 420,98;924,21;6;OQ;76
00776651;1;1;39;3;1;1;1;19;;2 460,47;1 668,31;1;RU;93
00776786;1;2;50;6;3;8;1;44;1;0,00;;-1;HZ;93
00778592;1;1;33;3;1;1;1;25;;1 073,19;;0;GZ;52
00779197;1;1;56;6;1;1;1;48;;5 404,26;;18;OQ;11
00779907;1;2;36;4;2;1;1;35;;1 578,37;;1;OQ;53
00779907;2;2;36;4;2;1;9;33;;2 967,30;244,57;5;JZ;75
00783277;1;2;60;3;1;1;1;33;;1 550,01;;2;BE;44
00784546;1;2;34;3;1;1;1;38;;1 972,46;1 128,60;6;RU;84
00785998;1;1;23;6;1;1;1;40;;10 000,00;;7;OQ;11
00786413;1;2;61;3;1;1;1;33;1;999 999,00;;9;OQ;11
00786882;1;1;20;3;1;1;9;54;;1 075,28;;4;OQ;11
00787371;1;2;27;5;1;1;1;29;3;2 725,77;;4;FZ;84
00787656;1;1;52;3;1;1;1;53;;4 122,71;999 999,00;12;OQ;76
00788198;1;2;59;6;1;1;1;41;;4 542,16;478,50;11;FZ;24
00788942;1;2;34;3;1;1;1;29;;2 693,71;293,85;8;RU;11
00789083;1;1;41;1;1;2;1;31;;1 858,77;;10;OQ;44
00789083;2;1;41;1;1;2;1;39;;999 999,00;;9;GZ;53
00789348;1;2;20;5;1;1;1;26;;7 581,11;;1;BE;44
00789348;2;2;20;5;1;1;2;24;;2 494,49;;4;GZ;75
00789652;1;1;27;7;3;8;2;32;;0,00;;-1;OQ;44
00790270;1;2;27;6;1;1;1;45;;1 459,41;2 216,18;3;MN;84
00791720;1;1;38;4;1;1;1;35;;999 999,00;5 030,24;2;AZ;24
00791895;1;2;35;7;1;1;1;40;;10 000,00;;1;GZ;24
00792269;1;1;61;2;1;1;1;39;;1 752,44;1 404,40;6;OQ;32
00792269;2;1;61;2;1;1;9;44;;1 777,58;;7;OQ;11
00792304;1;2;56;4;2;1;1;35;;2 831,98;3 740,38;6;BE;84
00793910;1;1;25;4;1;1;1;26;;2 719,71;;1;GZ;93
00795246;1;1;33;1;1;2;1;33;;1 441,19;;2;JZ;11
00796110;1;2;49;5;2;1;1;40;;2 013,19;;1;GZ;27
00796715;1;1;40;3;2;1;1;99;1;999 999,00;;1;FZ;27
00797220;1;2;61;4;1;1;1;44;;999 999,00;6 532,06;0;GZ;76
00797599;1;1;31;4;1;1;1;45;;1 028,51;;3;RU;11
00797600;1;1;64;1;1;1;1;35;;3 356,93;999 999,00;10;AZ;11
00803923;1;2;52;5;3;8;1;45;;0,00;;-1;OQ;53
00804516;1;2;27;4;3;8;1;60;;0,00;;-1;OQ;11
00804695;1;2;40;3;3;8;2;30;;0,00;;-1;JZ;27
00805002;1;1;25;3;1;1;2;14;1;2 364,18;248,13;0;OQ;11
00806095;1;2;46;4;1;1;2;27;;1 098,63;157,15;3;OQ;24
00806602;1;2;60;7;1;1;1;31;;3 809,34;;2;BE;11
00807566;1;2;19;1;1;1;2;17;;819,14;1 672,91;3;BE;84
00807825;1;2;25;1;1;1;1;47;;2 429,52;1 027,81;2;GZ;11
00808129;1;2;21;2;2;1;1;43;;1 023,32;;5;GZ;28
00808923;1;1;31;7;1;1;1;43;;3 634,55;993,27;2;GZ;11
00809096;1;2;61;6;1;1;1;35;;4 137,32;;10;HZ;76
00811192;1;2;41;2;1;1;1;28;;1 057,88;2 652,59;2;BE;44
00812290;1;2;63;1;3;8;1;60;;0,00;;-1;GZ;24
00814543;1;2;60;3;3;8;1;50;;0,00;;-1;MN;44
00815957;1;2;60;6;2;2;1;44;;3 598,10;1 548,05;14;HZ;11
00815994;1;2;63;7;1;1;9;45;;3 748,59;;4;GZ;76
00818613;1;1;25;7;1;2;1;38;;2 308,98;5 322,30;1;GZ;53
00819386;1;1;35;1;1;1;9;99;;1 704,84;903,93;3;RU;76
00820032;1;2;64;4;1;1;2;14;;1 321,00;;2;OQ;75
00821256;1;2;40;3;1;1;1;27;;2 334,43;;17;RU;11
